sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
The orders also include a few high-power drives for the control of seismic compressors .,neutral,2746,17,88,4.8,6,0,0,0,0,0,0,0.0,53.64,9.26,0.12769005990980917
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,neutral,2706,15,85,5.077,4,0,2,0,1,1,2,0.1333,37.46,11.26,0.1635109392081594
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neutral,749,34,186,5.143,11,3,2,1,0,0,3,0.0882,46.67,14.2,0.3861549603396443
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral,2695,21,111,4.588,5,0,0,0,0,2,3,0.1429,65.56,6.6,0.11460031787293778
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",neutral,2485,17,107,5.933,4,0,0,0,0,0,3,0.1765,39.33,11.5,0.12702232486707413
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",neutral,1237,24,116,4.833,6,0,0,0,0,0,1,0.0417,52.27,10.44,0.14765786110489962
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,540,18,99,5.0,5,1,0,0,0,0,1,0.0556,42.55,11.3,0.16206327410678792
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive,654,23,121,4.647,7,2,0,0,0,0,5,0.2174,86.93,2.87,0.16661581010236534
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,1307,21,116,5.222,4,0,2,0,0,0,1,0.0476,28.77,13.72,0.1468185336849036
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,3390,26,134,4.7,5,1,0,0,0,0,6,0.2308,78.33,5.32,0.1451235736868913
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,1305,13,60,4.714,5,0,0,0,0,0,3,0.2308,85.01,2.23,0.07538767454283443
hu will offer a further discount of between 25 % and 50 % on selected books .,neutral,1980,17,77,4.5,5,0,0,0,0,0,2,0.1176,71.77,6.73,0.10755367502733056
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral,1747,18,102,5.4,6,0,2,0,0,0,3,0.1667,37.26,12.04,0.144710509683711
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive,576,42,201,5.16,5,1,0,0,0,0,9,0.2143,38.06,10.52,0.20434313118043135
"An of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral,1227,29,140,4.909,5,2,2,0,0,0,1,0.0345,44.52,12.27,0.21642146814748556
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",neutral,881,27,168,6.318,8,3,0,0,0,1,4,0.1481,0.21,18.45,0.2930826919971179
"According to Bosse , the present cooperation is beneficial to all parties , however .",positive,1195,15,85,5.667,4,0,0,0,0,0,1,0.0667,18.41,13.67,0.1349193593470483
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral,880,26,161,6.238,7,1,0,0,0,0,3,0.1154,8.26,17.32,0.22304825317407076
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neutral,1634,22,127,5.0,5,2,0,0,1,0,2,0.0909,48.55,11.7,0.24142979542461737
Export declined by 6 percent to 16.4 million liters .,negative,3350,10,53,5.429,4,0,0,1,0,0,2,0.2,70.67,4.52,0.15892084311642815
"This could be any of us at any time , '' she said .",neutral,2804,14,51,3.091,4,1,0,0,1,0,0,0.0,95.69,2.65,0.1426384929064798
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral,1960,13,79,5.2,3,0,0,0,0,0,2,0.1538,49.54,9.08,0.09973079019454383
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,neutral,874,27,190,6.269,6,0,0,0,0,0,3,0.1111,-14.79,21.78,0.21499525209327175
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,3359,17,68,3.7,6,0,0,1,0,0,2,0.1176,89.61,2.38,0.17369700435425361
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",negative,3044,39,212,5.267,6,2,0,0,0,0,6,0.1538,42.67,9.96,0.22967901743564897
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,1553,25,128,4.7,7,0,0,0,0,0,2,0.08,64.8,6.04,0.1321345742335023
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,negative,3022,16,88,5.0,6,1,1,0,0,0,2,0.125,61.89,8.35,0.1485927872192407
In 2005 the bank posted a net profit of Lt 8.2 mn .,neutral,1359,13,51,3.1,4,0,0,0,0,1,2,0.1538,95.95,2.86,0.07239538688257802
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral,2645,24,126,5.053,7,0,0,0,0,0,5,0.2083,36.46,13.39,0.1700728918207116
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",negative,3411,35,170,4.81,5,1,0,0,0,0,10,0.2857,86.33,2.34,0.14639789942978532
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,672,18,116,5.765,3,0,2,0,0,0,2,0.1111,35.31,12.56,0.12830092100849733
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive,1152,24,116,4.632,6,1,0,0,0,0,2,0.0833,62.88,9.21,0.16876246179934407
"Sales are expected to increase in the end of the year 2006 , however .",positive,1409,15,70,4.167,6,1,2,0,1,0,1,0.0667,76.5,5.82,0.17459534091756113
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative,483,55,230,4.343,9,1,0,0,1,0,10,0.1818,66.87,8.53,0.2860481809655138
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral,2392,16,75,4.5,4,1,2,0,0,0,4,0.25,65.73,7.57,0.13154050356539457
"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",neutral,3043,21,95,3.929,5,0,0,0,0,0,3,0.1429,99.0,1.69,0.08796186301182668
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,2190,11,72,6.625,5,0,0,0,1,0,2,0.1818,27.49,11.91,0.16569573332836415
- Provides summary of the medical equipment pipeline products that the company is developing .,neutral,358,15,94,6.0,6,1,0,0,0,0,0,0.0,17.93,13.99,0.17725376105645005
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,1797,15,82,5.333,3,0,0,0,0,0,4,0.2667,50.47,9.45,0.1056141376590141
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,62,26,126,4.5,5,0,0,0,0,0,5,0.1923,82.9,3.44,0.1071461431313357
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral,1595,17,88,5.077,5,0,0,0,0,0,1,0.0588,61.89,8.35,0.11634273752733054
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",neutral,1968,29,152,5.273,8,1,0,0,0,0,4,0.1379,26.84,14.98,0.2225771505726993
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive,625,18,100,5.0,4,0,0,0,0,0,3,0.1667,60.19,9.09,0.11588522255764262
Decisions are to be made as quickly as possible .,neutral,1926,10,49,4.333,4,1,1,0,0,0,0,0.0,66.1,6.28,0.1129138986719837
"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",neutral,1367,31,159,4.85,4,0,0,0,0,2,4,0.129,69.79,9.74,0.14460549670169945
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,3130,21,114,4.947,8,2,0,0,0,1,2,0.0952,28.77,13.72,0.22801511488148482
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive,305,19,104,5.267,4,1,0,0,0,1,5,0.2632,53.89,7.85,0.13887355427598888
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive,526,17,76,4.0,6,0,0,0,0,2,2,0.1176,86.42,3.07,0.09410716060425361
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,2797,26,164,7.389,9,1,0,0,0,0,1,0.0385,-24.41,20.89,0.25523725557791693
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",neutral,2407,35,185,5.0,7,1,0,0,0,0,5,0.1429,68.3,7.58,0.18764723169474262
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",positive,538,34,166,4.44,5,3,1,0,1,2,3,0.0882,61.33,7.19,0.26799507118366134
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,1045,33,169,4.923,6,0,0,0,0,0,8,0.2424,38.43,14.61,0.18772341948668259
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,231,17,67,3.25,5,0,0,0,0,1,3,0.1765,100.24,0.52,0.07386226877733054
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",neutral,2321,23,115,5.0,5,1,2,0,1,0,3,0.1304,61.67,9.13,0.2016468597818525
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,128,32,159,4.773,5,0,0,0,0,2,4,0.125,62.97,6.71,0.13651493552474658
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive,633,30,145,5.0,7,0,0,0,1,1,4,0.1333,57.61,10.69,0.20871902796412245
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral,2555,23,122,5.0,6,1,0,0,0,0,3,0.1304,65.56,6.6,0.15266432105322003
EBIT margin was up from 1.4 % to 5.1 % .,positive,151,11,40,3.5,3,0,0,0,0,2,2,0.1818,107.6,-0.75,0.04252365800785132
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral,2718,34,169,4.31,7,1,2,0,0,0,3,0.0882,71.03,7.2,0.18364761525417414
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,139,33,170,4.92,7,0,0,0,0,2,4,0.1212,49.31,8.7,0.16206987381360563
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",negative,3283,35,185,4.852,6,1,0,0,0,0,7,0.2,72.61,5.62,0.17060329472893063
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",neutral,2537,26,141,5.0,7,1,0,0,0,0,1,0.0385,26.84,14.98,0.21035294067407076
It is expected to be online by 2011 .,neutral,2013,9,37,3.429,3,1,2,0,1,0,1,0.1111,82.39,3.76,0.1325604494322699
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",positive,517,37,157,3.615,5,1,2,0,0,0,9,0.2432,97.42,0.91,0.1425156218942556
The main strength of the cooperation project lies in merging the know-how of two large companies .,positive,3159,19,98,4.706,6,0,0,0,0,0,1,0.0526,63.7,8.35,0.12662896292983503
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,1669,19,99,4.444,7,1,0,0,0,0,0,0.0,52.27,10.44,0.17215597281231365
That would be an increase from estimated sales of 117 million last year .,positive,241,14,73,4.667,6,0,0,0,2,0,2,0.1429,76.5,5.82,0.18654624531032601
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,2835,18,81,4.167,7,0,0,0,0,0,3,0.1667,94.6,1.31,0.09290679039952297
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,3316,18,91,4.214,4,0,0,0,0,0,3,0.1667,86.62,2.58,0.08056621214097597
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,1016,19,95,4.625,5,0,2,0,0,0,3,0.1579,42.55,11.3,0.13622348082513416
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral,2630,13,87,7.0,6,0,0,0,0,0,3,0.2308,18.78,13.37,0.1422362990086464
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",neutral,1987,31,178,5.667,5,2,0,0,0,0,4,0.129,30.37,15.98,0.24042547533417813
The group 's net sales in 2007 were EUR683 .6 m.,neutral,2726,11,48,3.667,3,0,0,0,0,0,2,0.1818,103.38,1.57,0.055110463563406875
"Also , a six-year historic analysis is provided for these markets .",neutral,806,14,67,4.818,3,0,2,0,0,0,1,0.0714,35.95,10.73,0.11062059760733452
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive,551,33,185,5.138,8,1,0,0,0,0,5,0.1515,24.11,17.35,0.2431871614738621
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,negative,3332,19,84,4.0,5,0,0,0,0,1,3,0.1579,85.1,2.71,0.0896197481862453
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,3387,25,121,4.611,5,0,0,0,0,2,4,0.16,78.87,4.0,0.10824635307965613
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,negative,2881,13,66,5.3,4,0,0,0,0,1,1,0.0769,69.79,6.01,0.08948523063257802
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral,2106,21,120,5.158,5,0,2,0,0,0,3,0.1429,45.07,11.69,0.14221533523404892
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral,1549,16,69,4.083,4,1,0,0,0,0,2,0.125,76.5,5.82,0.12204614592650566
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",neutral,747,28,154,5.0,6,0,1,0,1,0,5,0.1786,42.72,13.51,0.21373228172828465
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative,509,38,193,4.441,6,1,0,0,0,0,5,0.1316,62.54,13.23,0.21770414057841384
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,342,44,229,5.5,6,1,0,0,0,0,10,0.2273,46.52,10.87,0.21652822811071357
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,1338,29,121,3.941,8,0,0,0,0,2,6,0.2069,87.01,2.22,0.12557194223936594
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral,2593,16,88,6.182,4,0,0,1,0,0,3,0.1875,43.96,10.36,0.2022327778709501
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral,1514,31,154,4.68,6,2,0,0,1,0,4,0.129,40.53,14.07,0.2781399852166568
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral,2481,45,247,4.921,7,0,0,0,1,0,10,0.2222,37.22,18.0,0.2774480836004274
The corrected chapter is in its entirety below .,neutral,1086,9,48,4.875,3,0,0,1,0,0,0,0.0,40.09,9.66,0.17845888693226994
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,1681,17,79,4.583,4,1,4,0,0,0,4,0.2353,89.52,4.0,0.11410999847818526
"When cruising , the revs fall as less engine output is required .",neutral,3034,13,65,4.636,3,2,2,0,0,0,0,0.0,72.62,5.86,0.1378167276945438
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral,3047,13,95,6.833,3,0,0,0,0,0,1,0.0769,-2.75,16.62,0.1406379082500994
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,3267,21,111,5.067,6,0,0,0,0,1,5,0.2381,80.19,3.65,0.10500579997763865
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,2938,19,103,5.0,4,1,2,0,0,0,7,0.3684,37.26,12.04,0.16160575913709999
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",positive,3152,26,153,5.25,6,1,0,0,0,0,0,0.0,27.38,15.4,0.2062213300971477
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,3023,27,113,3.9,6,2,0,0,0,0,3,0.1111,69.14,9.08,0.20164889792660504
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,2046,23,140,5.524,8,0,0,0,0,0,3,0.1304,28.41,14.51,0.18062155262373283
"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",neutral,2394,39,178,4.192,10,1,0,0,0,0,8,0.2051,63.6,11.34,0.2350292444655635
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive,1387,17,82,4.308,6,0,0,0,0,0,3,0.1765,83.32,2.88,0.0930763446320314
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,74,17,79,4.909,3,0,0,0,0,1,5,0.2941,59.68,8.41,0.10384774554015107
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,3348,20,97,4.4,7,0,0,0,0,0,3,0.15,87.95,2.48,0.10313041564177101
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,937,24,119,4.75,8,1,0,0,0,0,0,0.0,49.52,11.07,0.1916741204531902
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,positive,40,29,159,4.68,8,2,0,0,0,0,3,0.1034,57.56,12.19,0.23521820960047704
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive,1160,41,202,5.034,7,2,0,0,0,0,10,0.2439,60.11,8.73,0.23329206575482017
"At some point , it will spread also to Iran and Iraq .",neutral,1885,13,54,3.636,3,0,0,0,0,0,2,0.1538,88.0,3.72,0.07065092908343272
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral,792,15,87,5.917,5,1,0,0,0,0,1,0.0667,25.46,12.69,0.1637905532573047
"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",neutral,384,18,115,6.333,6,1,0,0,0,0,0,0.0,5.49,16.22,0.19516623885037765
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,1163,23,116,4.316,7,1,0,0,0,0,5,0.2174,86.93,2.87,0.13883803232458755
Productional situation has now improved .,positive,689,6,41,7.0,2,0,0,0,0,0,0,0.0,-1.28,14.68,0.11013658675586364
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral,2475,28,173,5.76,6,0,0,0,0,0,5,0.1786,25.8,15.87,0.1848694345060624
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,neutral,1351,41,211,5.222,6,0,0,0,0,2,7,0.1707,46.98,9.44,0.17517825031678594
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,3096,21,115,4.833,7,1,0,0,0,0,2,0.0952,58.42,9.83,0.17272247999900614
"When this investment is in place , Atria plans to expand into the Moscow market .",neutral,50,16,81,4.571,4,2,0,0,1,0,2,0.125,59.68,8.41,0.20554223967650567
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,1838,42,228,5.059,10,4,0,0,0,0,7,0.1667,29.8,18.29,0.36188269448171334
"If needed , she provides also further information on ferry connections and hotels .",neutral,1981,14,83,5.667,4,1,0,0,0,0,0,0.0,32.5,11.71,0.1501254720731465
"In his current position , Manty has worked since 1996 .",neutral,1993,11,55,4.875,3,0,0,0,0,0,2,0.1818,75.5,4.96,0.07350239064674022
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral,1989,40,208,4.906,5,2,2,0,0,0,6,0.15,48.04,15.25,0.2539068323270722
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive,555,28,168,5.423,8,1,1,0,0,0,3,0.1071,-1.28,19.65,0.245975537604353
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,neutral,3407,25,136,4.625,5,1,2,0,0,0,2,0.08,62.63,10.49,0.17123463432965613
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",neutral,1208,27,154,5.81,6,2,0,0,0,0,3,0.1111,32.43,13.95,0.2280703388988273
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral,2410,25,162,6.136,8,1,0,0,0,0,2,0.08,23.0,15.52,0.21775490008820317
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,neutral,2635,17,94,4.812,7,1,2,0,0,0,2,0.1176,47.83,10.56,0.16893104548673224
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive,413,18,99,4.765,4,0,0,0,0,0,2,0.1111,75.12,7.0,0.10454624686319818
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",positive,448,27,152,5.65,4,1,0,0,0,0,5,0.1852,52.87,12.1,0.17743515593942558
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",neutral,336,38,213,5.03,9,1,0,0,0,0,5,0.1316,30.5,17.45,0.2598298750869608
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",positive,444,21,104,4.812,7,1,0,0,0,0,3,0.1429,71.07,7.82,0.16181753208233948
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,979,20,95,4.4,7,2,0,0,0,0,4,0.2,60.19,9.09,0.19454751633621545
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,2761,25,156,6.095,6,1,0,0,0,0,0,0.0,32.43,13.95,0.19641659212880144
`` This could be us .,neutral,2433,7,21,3.25,1,0,0,0,1,0,0,0.0,118.18,-2.23,0.05558835998062015
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",negative,3394,38,205,5.172,7,2,0,0,0,0,6,0.1579,24.65,18.02,0.27787958796089246
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,490,24,99,3.533,7,0,0,0,0,1,4,0.1667,94.99,1.75,0.10692185015404493
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,2887,32,155,4.409,5,0,0,0,0,1,8,0.25,92.38,1.77,0.10971372024696881
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral,2538,30,137,4.25,7,0,0,0,0,0,2,0.0667,69.68,9.5,0.16059619810301135
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,1889,24,86,4.25,3,0,0,0,0,0,7,0.2917,67.76,6.79,0.10862457451301928
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,642,27,163,5.609,7,0,2,0,0,0,2,0.0741,27.51,15.88,0.189395959892417
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive,1374,25,118,3.864,11,1,0,0,0,2,4,0.16,89.44,2.77,0.16781249223563907
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,708,22,138,5.524,9,1,0,0,1,1,0,0.0,20.35,15.64,0.2606689113434208
"The competition was received with great enthusiasm by the employees , he goes on .",positive,922,15,82,5.077,4,1,2,0,0,0,0,0.0,43.96,10.36,0.1447392378192705
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,3377,19,87,4.071,7,0,0,0,0,2,3,0.1579,91.6,1.89,0.0979914762845359
"However , the total orders received will still be above last year s levels .",positive,611,15,76,4.615,4,1,0,0,0,0,1,0.0667,63.49,7.63,0.12992803990260385
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,2926,43,225,4.576,11,1,0,0,0,1,6,0.1395,55.44,10.12,0.24257251524920495
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive,28,22,132,5.053,5,0,0,0,0,1,2,0.0909,44.52,12.27,0.14730002111906182
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral,2673,28,172,5.875,12,0,2,0,0,0,0,0.0,20.33,16.39,0.22615215352315646
Consumption is forecast to grow by about 2 % .,positive,1916,10,46,4.857,5,1,2,0,2,1,1,0.1,71.82,5.23,0.19696087383224012
Revenue grew 12 percent to ( x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,232,16,70,5.667,4,0,0,0,0,1,3,0.1875,78.2,3.72,0.08287513898206122
